Job Title,Job link,Company,Salary,Experience,Min_Salary,Max_Salary,Experience(in yrs),Category
Junior Software Developer,https://internshala.com/job/detail/remote-part-time-junior-software-developer-job-at-uprise-solar-resources-private-limited1749295921,UPRISE SOLAR RESOURCES PRIVATE LIMITED,"₹ 7,00,000 - 9,00,000 /year",1 year(s),700000,900000,1,Software Development
Associate Software Tester,https://internshala.com/job/detail/remote-part-time-associate-software-tester-job-at-uprise-solar-resources-private-limited1749295760,UPRISE SOLAR RESOURCES PRIVATE LIMITED,"₹ 7,00,000 - 9,00,000 /year",1 year(s),700000,900000,1,Cybersecurity
Associate Software Developer,https://internshala.com/job/detail/remote-part-time-associate-software-developer-job-at-uprise-solar-resources-private-limited1749295669,UPRISE SOLAR RESOURCES PRIVATE LIMITED,"₹ 7,00,000 - 9,00,000 /year",1 year(s),700000,900000,1,Software Development
Associate Mobile App Developer,https://internshala.com/job/detail/remote-part-time-associate-mobile-app-developer-job-at-uprise-solar-resources-private-limited1749293987,UPRISE SOLAR RESOURCES PRIVATE LIMITED,"₹ 7,00,000 - 9,00,000 /year",1 year(s),700000,900000,1,Software Development
Associate iOS App Developer,https://internshala.com/job/detail/remote-part-time-associate-ios-app-developer-job-at-uprise-solar-resources-private-limited1749293868,UPRISE SOLAR RESOURCES PRIVATE LIMITED,"₹ 7,00,000 - 9,00,000 /year",1 year(s),700000,900000,1,Software Development
Android App Developer,https://internshala.com/job/detail/remote-part-time-android-app-developer-job-at-uprise-solar-resources-private-limited1749293610,UPRISE SOLAR RESOURCES PRIVATE LIMITED,"₹ 7,00,000 - 9,00,000 /year",1 year(s),700000,900000,1,Software Development
Associate Ruby On Rails Developer,https://internshala.com/job/detail/remote-part-time-associate-ruby-on-rails-developer-job-at-uprise-solar-resources-private-limited1749293007,UPRISE SOLAR RESOURCES PRIVATE LIMITED,"₹ 7,00,000 - 9,00,000 /year",1 year(s),700000,900000,1,Data & AI
Junior Programmer,https://internshala.com/job/detail/remote-part-time-junior-programmer-job-at-uprise-solar-resources-private-limited1749288509,UPRISE SOLAR RESOURCES PRIVATE LIMITED,"₹ 7,00,000 - 9,00,000 /year",1 year(s),700000,900000,1,Software Development
Full Stack Developer,https://internshala.com/job/detail/remote-full-stack-developer-job-at-know-thy-choice1750857667,Know Thy Choice,"₹ 7,00,000 /year",1 year(s),700000,700000,1,Software Development
Frontend Angular Developer,https://internshala.com/job/detail/frontend-angular-developer-job-in-multiple-locations-at-regime-tax-solutions-private-limited1749467097,Regime Tax Solutions Private Limited,"₹ 7,00,000 /year",1 year(s),700000,700000,1,Software Development
Python Developer,https://internshala.com/job/detail/python-developer-job-in-multiple-locations-at-admin-looks1749617360,Admin Looks,"₹ 6,60,000 - 11,40,000 /year",5 year(s),660000,1140000,5,Data & AI
Full Stack GenAI Developer,https://internshala.com/job/detail/remote-full-stack-genai-developer-job-at-meetminutes1749799461,MeetMinutes,"₹ 6,50,000 /year",1 year(s),650000,650000,1,Data & AI
Freelance Interviewer-Full Stack (Optimizely),https://internshala.com/job/detail/freelance-interviewer-full-stack-optimizely-job-in-thiruvananthapuram-at-futuremug1750293348,Futuremug,"₹ 6,24,000 - 12,48,000 /year",8 year(s),624000,1248000,8,Software Development
Junior Mobile App Developer,https://internshala.com/job/detail/remote-junior-mobile-app-developer-job-at-shubhchintak1749789171,Shubhchintak,"₹ 6,10,000 /year",1 year(s),610000,610000,1,Software Development
Web Developer,https://internshala.com/job/detail/fresher-remote-web-developer-job-at-meridian-mix-tech-ventures1751547199,Meridian Mix Tech Ventures,"₹ 6,00,000 - 18,00,000 /year",0 year(s),600000,1800000,0,Software Development
Full Stack Engineer (Node & React),https://internshala.com/job/detail/full-stack-engineer-node-react-job-in-bangalore-at-wiredleap-technology-private-limited1751276820,WIREDLEAP TECHNOLOGY PRIVATE LIMITED,"₹ 6,00,000 - 14,00,000 /year",1 year(s),600000,1400000,1,Software Development
SAP BASIS Consultant,https://internshala.com/job/detail/sap-basis-consultant-job-in-multiple-locations-at-cloudious-llc1750465847,Cloudious LLC,"₹ 6,00,000 - 13,00,000 /year",5 year(s),600000,1300000,5,SAP & ERP
Software Developer,https://internshala.com/job/detail/software-developer-job-in-multiple-locations-at-the-future-university1751430154,The Future University,"₹ 6,00,000 - 12,00,000 /year",1 year(s),600000,1200000,1,Software Development
Full-Stack CodeIgniter Developer (UI/UX + Figma),https://internshala.com/job/detail/remote-full-stack-codeigniter-developer-ui-ux-figma-job-at-topsystemsio1750140545,TopSystems.io,"₹ 6,00,000 - 12,00,000 /year",1 year(s),600000,1200000,1,Software Development
Full Stack Developer,https://internshala.com/job/detail/fresher-remote-full-stack-developer-job-at-taskify1749542554,Taskify,"₹ 6,00,000 - 12,00,000 /year",0 year(s),600000,1200000,0,Software Development
Senior PHP Laravel Developer,https://internshala.com/job/detail/senior-php-laravel-developer-job-in-bhubaneswar-at-brandzzy-softtech-private-limited1749298791,Brandzzy SoftTech Private Limited,"₹ 6,00,000 - 12,00,000 /year",1 year(s),600000,1200000,1,Software Development
Java React Developer,https://internshala.com/job/detail/remote-java-react-developer-job-at-web-idea-solution-llp1751502758,Web Idea Solution LLP,"₹ 6,00,000 - 12,00,000 /year",3 year(s),600000,1200000,3,Software Development
Junior Software Developer,https://internshala.com/job/detail/fresher-remote-junior-software-developer-job-at-axe-consultancy-and-security-services-llc1750832577,Axe Consultancy And Security Services LLC,"₹ 6,00,000 - 10,00,000 /year",0 year(s),600000,1000000,0,Software Development
Front End Developer,https://internshala.com/job/detail/front-end-developer-job-in-pune-at-zepcruit1750239862,Zepcruit,"₹ 6,00,000 - 10,00,000 /year",1 year(s),600000,1000000,1,Software Development
IT Support & Systems Administrator,https://internshala.com/job/detail/it-support-systems-administrator-job-in-kolkata-at-kalolwala-and-associates1750070984,Kalolwala And Associates,"₹ 6,00,000 - 10,00,000 /year",1 year(s),600000,1000000,1,IT Support & Infrastructure
Product Manager,https://internshala.com/job/detail/product-manager-job-in-bangalore-at-vectorstack1750811792,VectorStack,"₹ 6,00,000 - 10,00,000 /year",3 year(s),600000,1000000,3,Project & Product Management
Node.js  Developer,https://internshala.com/job/detail/nodejs-developer-job-in-mumbai-at-jio1748651414,Jio,"₹ 6,00,000 - 10,00,000 /year",4 year(s),600000,1000000,4,Software Development
Senior Full Stack Developer,https://internshala.com/job/detail/remote-senior-full-stack-developer-job-at-eventful-india-marketing-services1751283527,Eventful India Marketing Services,"₹ 6,00,000 - 9,00,000 /year",1 year(s),600000,900000,1,Software Development
Associate Game Developer,https://internshala.com/job/detail/remote-part-time-associate-game-developer-job-at-uprise-solar-resources-private-limited1749290828,UPRISE SOLAR RESOURCES PRIVATE LIMITED,"₹ 6,00,000 - 9,00,000 /year",1 year(s),600000,900000,1,Software Development
DevOps Engineer,https://internshala.com/job/detail/devops-engineer-job-in-multiple-locations-at-regime-tax-solutions-private-limited1747895122,Regime Tax Solutions Private Limited,"₹ 6,00,000 - 8,00,000 /year",1 year(s),600000,800000,1,Software Development
Angular Developer,https://internshala.com/job/detail/angular-developer-job-in-salem-at-jobsflix1749322867,JobsFlix,"₹ 6,00,000 - 8,00,000 /year",4 year(s),600000,800000,4,Software Development
Full Stack Developer,https://internshala.com/job/detail/full-stack-developer-job-in-noida-at-setindiabiz1749104136,Setindiabiz,"₹ 6,00,000 - 8,00,000 /year",3 year(s),600000,800000,3,Software Development
QA Tester,https://internshala.com/job/detail/qa-tester-job-in-vadodara-at-kiash-solutions-llp1748910633,Kiash Solutions LLP,"₹ 6,00,000 - 7,50,000 /year",4 year(s),600000,750000,4,Quality Assurance & Testing
Software Developer,https://internshala.com/job/detail/software-developer-job-in-bangalore-at-4x4-advisory-services-private-limited1750768098,4x4 Advisory Services Private Limited,"₹ 6,00,000 - 7,00,000 /year",1 year(s),600000,700000,1,Software Development
AI/ML ERPNext Developer,https://internshala.com/job/detail/remote-ai-ml-erpnext-developer-job-at-purple-cat-marketing1751515820,Purple Cat Marketing,"₹ 6,00,000 /year",1 year(s),600000,600000,1,Data & AI
Full Stack Developer,https://internshala.com/job/detail/remote-full-stack-developer-job-at-etherworld1751021407,EtherWorld,"₹ 6,00,000 /year",1 year(s),600000,600000,1,Software Development
Moodle LMS Developer,https://internshala.com/job/detail/moodle-lms-developer-job-in-bangalore-at-offiql-technologies-private-limited1750847806,Offiql Technologies Private Limited,"₹ 6,00,000 /year",1 year(s),600000,600000,1,Software Development
Computer Training & Data Science Faculty,https://internshala.com/job/detail/computer-training-data-science-faculty-job-in-mumbai-at-develearn-technologies1750829417,DeveLearn Technologies,"₹ 6,00,000 /year",1 year(s),600000,600000,1,Data & AI
Full Stack Developer,https://internshala.com/job/detail/remote-full-stack-developer-job-at-kubeflux1750473012,KubeFlux,"₹ 5,81,000 /year",1 year(s),581000,581000,1,Software Development
Associate Full Stack Developer,https://internshala.com/job/detail/associate-full-stack-developer-job-in-noida-at-kradle-joy-opc-private-limited1750682577,Kradle Joy (OPC) Private Limited,"₹ 5,80,000 - 10,50,000 /year",1 year(s),580000,1050000,1,Software Development
Web Developer,https://internshala.com/job/detail/web-developer-job-in-chandigarh-at-your-support-agent1750132617,Your Support Agent,"₹ 5,80,000 /year",1 year(s),580000,580000,1,Software Development
AI/Prompt Engineer,https://internshala.com/job/detail/fresher-remote-ai-prompt-engineer-job-at-deepnexusin1750482122,DeepNexus.in,"₹ 5,50,000 - 8,00,000 /year",0 year(s),550000,800000,0,Data & AI
Junior Full Stack Developer,https://internshala.com/job/detail/remote-junior-full-stack-developer-job-at-deepnexusin1750503302,DeepNexus.in,"₹ 5,50,000 - 7,00,000 /year",1 year(s),550000,700000,1,Software Development
Backend Developer,https://internshala.com/job/detail/backend-developer-job-in-bangalore-at-onefin1751024287,OneFin,"₹ 5,50,000 - 6,50,000 /year",1 year(s),550000,650000,1,Software Development
Full Stack Developer,https://internshala.com/job/detail/remote-full-stack-developer-job-at-fusioncode-software-solutions1751618963,FusionCode Software Solutions,"₹ 5,40,000 - 10,50,000 /year",1 year(s),540000,1050000,1,Software Development
Team Lead - Business Professional,https://internshala.com/job/detail/team-lead-business-professional-job-in-vadodara-at-imcs-group1749103995,IMCS Group,"₹ 5,40,000 - 9,00,000 /year",4 year(s),540000,900000,4,Other
"Backend Specialist - Research, Architect, And Build",https://internshala.com/job/detail/backend-specialist-research-architect-and-build-job-in-gurgaon-at-dofin-tech-private-limited1750050584,Dofin Tech Private Limited,"₹ 5,16,000 - 6,36,001 /year",1 year(s),516000,636001,1,Software Development
Full Stack Developer,https://internshala.com/job/detail/fresher-full-stack-developer-job-in-panchkula-at-aspire-talent-innovations1751428582,Aspire Talent Innovations,"₹ 5,00,000 - 20,00,000 /year",0 year(s),500000,2000000,0,Software Development
Java Developer,https://internshala.com/job/detail/java-developer-job-in-multiple-locations-at-risk-resources-llp1750225218,Risk Resources LLP,"₹ 5,00,000 - 20,00,000 /year",1 year(s),500000,2000000,1,Software Development
DotNet Developer,https://internshala.com/job/detail/dotnet-developer-job-in-pune-at-intineri-infosol-private-limited1749754874,INTINERI INFOSOL PRIVATE LIMITED,"₹ 5,00,000 - 18,00,000 /year",7 year(s),500000,1800000,7,Software Development
Senior Sap MM Consultant,https://internshala.com/job/detail/senior-sap-mm-consultant-job-in-pune-at-intineri-infosol-private-limited1748478612,INTINERI INFOSOL PRIVATE LIMITED,"₹ 5,00,000 - 18,00,000 /year",7 year(s),500000,1800000,7,SAP & ERP
AS400 Developer,https://internshala.com/job/detail/as400-developer-job-in-multiple-locations-at-kiash-solutions-llp1751502849,Kiash Solutions LLP,"₹ 5,00,000 - 11,00,000 /year",2 year(s),500000,1100000,2,Software Development
Assistant Manager - Incoming Packaging Testing,https://internshala.com/job/detail/assistant-manager-incoming-packaging-testing-job-in-multiple-locations-at-suntara-cosmetics-private-limited1749103580,Suntara Cosmetics Private Limited,"₹ 5,00,000 - 10,00,000 /year",4 year(s),500000,1000000,4,Quality Assurance & Testing
Senior PHP Developer,https://internshala.com/job/detail/senior-php-developer-job-in-mumbai-at-instaweb-labs-private-limited1750393659,InstaWeb Labs Private Limited,"₹ 5,00,000 - 9,00,000 /year",1 year(s),500000,900000,1,Software Development
Vmware + Windows + NSX,https://internshala.com/job/detail/vmware-windows-nsx-job-in-chennai-at-jio1748910627,Jio,"₹ 5,00,000 - 9,00,000 /year",4 year(s),500000,900000,4,Other
Associate Web Developer,https://internshala.com/job/detail/fresher-remote-associate-web-developer-job-at-mediacom-india1751514912,MediaCom India,"₹ 5,00,000 - 8,00,000 /year",0 year(s),500000,800000,0,Software Development
Associate Software Developer,https://internshala.com/job/detail/fresher-remote-associate-software-developer-job-at-mediacom-india1751514753,MediaCom India,"₹ 5,00,000 - 8,00,000 /year",0 year(s),500000,800000,0,Software Development
Software Engineer,https://internshala.com/job/detail/fresher-remote-software-engineer-job-at-mediacom-india1751352411,MediaCom India,"₹ 5,00,000 - 8,00,000 /year",0 year(s),500000,800000,0,Software Development
Software Developer,https://internshala.com/job/detail/fresher-remote-software-developer-job-at-mediacom-india1751348498,MediaCom India,"₹ 5,00,000 - 8,00,000 /year",0 year(s),500000,800000,0,Software Development
Software Tester,https://internshala.com/job/detail/fresher-remote-software-tester-job-at-mediacom-india1751348140,MediaCom India,"₹ 5,00,000 - 8,00,000 /year",0 year(s),500000,800000,0,Quality Assurance & Testing
Junior Web Developer,https://internshala.com/job/detail/fresher-remote-junior-web-developer-job-at-mediacom-india1750587449,MediaCom India,"₹ 5,00,000 - 8,00,000 /year",0 year(s),500000,800000,0,Software Development
Junior Software Developer,https://internshala.com/job/detail/fresher-remote-junior-software-developer-job-at-mediacom-india1750587329,MediaCom India,"₹ 5,00,000 - 8,00,000 /year",0 year(s),500000,800000,0,Software Development
Junior Software Tester,https://internshala.com/job/detail/fresher-remote-junior-software-tester-job-at-mediacom-india1750587193,MediaCom India,"₹ 5,00,000 - 8,00,000 /year",0 year(s),500000,800000,0,Quality Assurance & Testing
iOS App Developer,https://internshala.com/job/detail/ios-app-developer-job-in-bangalore-at-liveintuitions-technologies1751715192,LiveIntuitions Technologies,"₹ 5,00,000 - 7,50,000 /year",1 year(s),500000,750000,1,Software Development
.NET WPF Developer,https://internshala.com/job/detail/remote-part-time-net-wpf-developer-job-at-bytehint-it-solutions1751348709,ByteHint IT Solutions,"₹ 5,00,000 - 7,50,000 /year",1 year(s),500000,750000,1,Software Development
Full Stack Blockchain Trainer,https://internshala.com/job/detail/full-stack-blockchain-trainer-job-in-ludhiana-at-quadb-tech1750939270,QuadB Tech,"₹ 5,00,000 - 7,00,000 /year",1 year(s),500000,700000,1,Data & AI
Front End Developer,https://internshala.com/job/detail/front-end-developer-job-in-bangalore-at-liveintuitions-technologies1751715057,LiveIntuitions Technologies,"₹ 5,00,000 - 6,50,000 /year",1 year(s),500000,650000,1,Software Development
Senior MERN Stack Developer,https://internshala.com/job/detail/remote-senior-mern-stack-developer-job-at-callease-ai1750322830,Callease AI,"₹ 5,00,000 - 6,00,000 /year",1 year(s),500000,600000,1,Software Development
Chief Product Manager(MBA Finance),https://internshala.com/job/detail/chief-product-managermba-finance-job-in-multiple-locations-at-tridentstar-digital-systems-private-limited1749443142,Tridentstar Digital Systems Private Limited,"₹ 5,00,000 - 6,00,000 /year",1 year(s),500000,600000,1,Project & Product Management
Assistant Software Engineer,https://internshala.com/job/detail/assistant-software-engineer-job-in-chennai-at-planys-technologies-private-limited1749289702,Planys Technologies Private Limited,"₹ 5,00,000 - 6,00,000 /year",1 year(s),500000,600000,1,Software Development
Technical Support Engineer,https://internshala.com/job/detail/technical-support-engineer-job-in-bangalore-at-businessonbot1748963538,BusinessOnBot,"₹ 5,00,000 - 6,00,000 /year",1 year(s),500000,600000,1,Software Development
